decision_date,trade_date,stock_id,stock_name,source,current_status,decision,decision_level,action,candidate_grade,reason,risk_flags,positive_signals,warning_signals,blocking_risks,momentum_signal,confidence_score,total_score,multi_factor_score,final_market_score,liquidity_score,sector_strength_score,event_risk_level,position_size_suggestion,can_auto_trade,requires_manual_review,review_level,review_reason,data_quality_flags,investment_risk_flags,data_quality_note
2026-05-29,2026-05-28,6005,群益證,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控；高風險事件,融資連增但股價不漲；未通過既有風控；高風險事件,相對強勢；營收動能正向；流動性佳,融資連增但股價不漲,未通過既有風控；重大事件；未通過事件風控,20 日相對強勢；動能分數偏強,90.0,82.87,67.1,63.15,92.0,78.0,HIGH,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；未通過既有風控；高風險事件；資料不足：財報資料不足,財報資料不足,融資連增但股價不漲,財報資料不足；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料
2026-05-29,2026-05-28,2438,翔耀,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,產業弱勢；流動性偏低；PE 為空或負值；EPS 為負；月營收 YoY 明顯衰退；未通過既有風控,短線相對強勢,產業弱勢；流動性偏低；PE 為空或負值；EPS 為負；月營收 YoY 明顯衰退,未通過既有風控；注意股,5 日相對強勢；動能分數偏強,90.0,82.74,59.72,59.48,50.0,78.0,MEDIUM,0.0,False,True,RISK_REVIEW,投資風險：產業弱勢；流動性偏低；PE 為空或負值；EPS 為負；月營收 YoY 明顯衰退；未通過既有風控,,產業弱勢；流動性偏低；PE 為空或負值；EPS 為負；月營收 YoY 明顯衰退,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料；EPS 為負；PE 為空或負值
2026-05-29,2026-05-28,4555,氣立,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；PE 偏高；未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向；流動性佳,融資連增但股價不漲；PE 偏高,未通過既有風控；注意股,20 日相對強勢；5 日相對強勢；動能分數偏強,90.0,82.45,64.3,62.92,75.0,78.0,MEDIUM,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；PE 偏高；未通過既有風控,,融資連增但股價不漲；PE 偏高,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料；PE 偏高
2026-05-29,2026-05-28,3257,虹冠電,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,產業弱勢；融資連增但股價不漲；月營收 YoY 明顯衰退；未通過既有風控,短線相對強勢；流動性佳,產業弱勢；融資連增但股價不漲；月營收 YoY 明顯衰退,未通過既有風控,5 日相對強勢；動能分數偏強,90.0,82.45,61.14,63.35,75.0,78.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：產業弱勢；融資連增但股價不漲；月營收 YoY 明顯衰退；未通過既有風控,,產業弱勢；融資連增但股價不漲；月營收 YoY 明顯衰退,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料
2026-05-29,2026-05-28,6116,彩晶,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；PE 為空或負值；EPS 為負；未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向；流動性佳,融資連增但股價不漲；PE 為空或負值；EPS 為負,未通過既有風控；注意股,20 日相對強勢；5 日相對強勢；動能分數偏強,90.0,82.45,64.63,66.17,92.0,86.0,MEDIUM,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；PE 為空或負值；EPS 為負；未通過既有風控,,融資連增但股價不漲；PE 為空或負值；EPS 為負,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料；EPS 為負；PE 為空或負值
2026-05-29,2026-05-28,8150,南茂,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；PE 偏高；未通過既有風控,短線相對強勢；營收動能正向；法人籌碼正向；流動性佳,融資連增但股價不漲；PE 偏高,未通過既有風控；注意股,5 日相對強勢；動能分數偏強,90.0,82.45,66.33,64.38,92.0,78.0,MEDIUM,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；PE 偏高；未通過既有風控,,融資連增但股價不漲；PE 偏高,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料；PE 偏高
2026-05-29,2026-05-28,6239,力成,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控；高風險事件,融資連增但股價不漲；PE 偏高；未通過既有風控；高風險事件,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向；流動性佳,融資連增但股價不漲；PE 偏高,未通過既有風控；注意股；重大事件；未通過事件風控,20 日相對強勢；5 日相對強勢；動能分數偏強,90.0,82.45,66.25,59.92,92.0,78.0,HIGH,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；PE 偏高；未通過既有風控；高風險事件,,融資連增但股價不漲；PE 偏高,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料；PE 偏高
2026-05-29,2026-05-28,6770,力積電,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控；高風險事件,融資連增但股價不漲；融資使用偏高；PE 偏高；未通過既有風控；高風險事件,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向；法人籌碼正向；流動性佳,融資連增但股價不漲；融資使用偏高；PE 偏高,未通過既有風控；注意股；重大事件；未通過事件風控,20 日相對強勢；5 日相對強勢；動能分數偏強,90.0,82.45,66.57,61.12,92.0,78.0,HIGH,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；融資使用偏高；PE 偏高；未通過既有風控；高風險事件,,融資連增但股價不漲；融資使用偏高；PE 偏高,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料；PE 偏高
2026-05-29,2026-05-28,2353,宏碁,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,產業弱勢；融資連增但股價不漲；未通過既有風控,短線相對強勢；營收動能正向；流動性佳,產業弱勢；融資連增但股價不漲,未通過既有風控,5 日相對強勢；動能分數偏強,90.0,82.38,68.18,67.4,92.0,78.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：產業弱勢；融資連增但股價不漲；未通過既有風控,,產業弱勢；融資連增但股價不漲,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料
2026-05-29,2026-05-28,00935,野村臺灣新科技50,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,未通過既有風控,短線相對強勢；流動性佳,,未通過既有風控,5 日相對強勢；動能分數偏強,50.0,82.28,63.68,61.56,92.0,78.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：未通過既有風控；資料不足：ETF_METADATA_MISSING；ETF metadata 資料不足,ETF_METADATA_MISSING；ETF metadata 資料不足,,ETF_METADATA_MISSING；ETF metadata 資料不足；市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；基本面資料不足，採中性分數；估值資料不足，採中性分數；使用快取 / 非當日資料
2026-05-29,2026-05-28,2376,技嘉,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-29,2026-05-28,6206,飛捷,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-29,2026-05-28,1256,鮮活果汁-KY,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-29,2026-05-28,3048,益登,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-29,2026-05-28,8926,台汽電,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-29,2026-05-28,2030,彰源,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-29,2026-05-28,2425,承啟,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-29,2026-05-28,6579,研揚,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-29,2026-05-28,3059,華晶科,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-29,2026-05-28,8163,達方,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-29,2026-05-28,4562,穎漢,position,OPEN,EXIT,HIGH_RISK,exit_signal_review,-,出場訊號檢查，需人工確認；不會自動賣出,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-29,2026-05-28,2478,大毅,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-29,2026-05-28,6902,GOGOLOOK,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-29,2026-05-28,4571,鈞興-KY,position,OPEN,EXIT,HIGH_RISK,exit_signal_review,-,出場訊號檢查，需人工確認；不會自動賣出,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
