decision_date,trade_date,stock_id,stock_name,source,current_status,decision,decision_level,action,candidate_grade,reason,risk_flags,positive_signals,warning_signals,blocking_risks,momentum_signal,confidence_score,total_score,multi_factor_score,final_market_score,liquidity_score,sector_strength_score,event_risk_level,position_size_suggestion,can_auto_trade,requires_manual_review,review_level,review_reason,data_quality_flags,investment_risk_flags,data_quality_note
2026-06-04,2026-06-04,2390,云辰,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,PE 為空或負值；未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強,PE 為空或負值,未通過既有風控,20 日相對強勢；5 日相對強勢；動能分數偏強,90.0,82.45,65.34,62.7,60.0,78.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：PE 為空或負值；未通過既有風控,,PE 為空或負值,市場事件資料不足，採中性處理；PE 為空或負值
2026-06-04,2026-06-04,1904,正隆,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；融資暴增但法人賣超；未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向；流動性佳,融資連增但股價不漲；融資暴增但法人賣超,未通過既有風控,20 日相對強勢；5 日相對強勢；動能分數偏強,90.0,82.45,65.22,68.25,75.0,78.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；融資暴增但法人賣超；未通過既有風控,,融資連增但股價不漲；融資暴增但法人賣超,市場事件資料不足，採中性處理
2026-06-04,2026-06-04,8454,富邦媒,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；PB 偏高；未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向；流動性佳,融資連增但股價不漲；PB 偏高,未通過既有風控；注意股,20 日相對強勢；5 日相對強勢；動能分數偏強,100.0,82.45,65.31,64.97,92.0,78.0,MEDIUM,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；PB 偏高；未通過既有風控,,融資連增但股價不漲；PB 偏高,PB 偏高
2026-06-04,2026-06-04,00735,國泰臺韓科技,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；未通過既有風控,相對強勢；短線相對強勢；流動性佳,融資連增但股價不漲,未通過既有風控,20 日相對強勢；5 日相對強勢；動能分數偏強,50.0,82.43,63.94,60.74,92.0,64.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；未通過既有風控；資料不足：ETF_METADATA_MISSING；ETF metadata 資料不足,ETF_METADATA_MISSING；ETF metadata 資料不足,融資連增但股價不漲,ETF_METADATA_MISSING；ETF metadata 資料不足；市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數
2026-06-04,2026-06-04,00896,中信綠能及電動車,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；未通過既有風控,短線相對強勢；流動性佳,融資連增但股價不漲,未通過既有風控,5 日相對強勢；動能分數偏強,50.0,82.33,63.21,59.76,92.0,46.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；未通過既有風控；資料不足：ETF_METADATA_MISSING；ETF metadata 資料不足,ETF_METADATA_MISSING；ETF metadata 資料不足,融資連增但股價不漲,ETF_METADATA_MISSING；ETF metadata 資料不足；市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數
2026-06-04,2026-06-04,6698,旭暉應材,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；PE 為空或負值；EPS 為負；月營收 YoY 明顯衰退；未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強；流動性佳,融資連增但股價不漲；PE 為空或負值；EPS 為負；月營收 YoY 明顯衰退,未通過既有風控,20 日相對強勢；5 日相對強勢；動能分數偏強,90.0,82.15,60.65,62.85,75.0,78.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；PE 為空或負值；EPS 為負；月營收 YoY 明顯衰退；未通過既有風控,,融資連增但股價不漲；PE 為空或負值；EPS 為負；月營收 YoY 明顯衰退,市場事件資料不足，採中性處理；EPS 為負；PE 為空或負值
2026-06-04,2026-06-04,1709,和益,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；未通過既有風控,相對強勢；短線相對強勢；營收動能正向,融資連增但股價不漲,未通過既有風控,20 日相對強勢；5 日相對強勢；動能分數偏強,90.0,81.61,65.11,64.59,60.0,64.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；未通過既有風控,,融資連增但股價不漲,市場事件資料不足，採中性處理
2026-06-04,2026-06-04,00911,兆豐洲際半導體,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強,融資連增但股價不漲,未通過既有風控,20 日相對強勢；5 日相對強勢；動能分數偏強,50.0,81.58,62.56,58.66,60.0,68.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；未通過既有風控；資料不足：ETF_METADATA_MISSING；ETF metadata 資料不足,ETF_METADATA_MISSING；ETF metadata 資料不足,融資連增但股價不漲,ETF_METADATA_MISSING；ETF metadata 資料不足；市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數
2026-06-04,2026-06-04,6768,志強-KY,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向；流動性佳,融資連增但股價不漲,未通過既有風控,20 日相對強勢；5 日相對強勢；動能分數偏強,90.0,81.29,66.26,67.22,75.0,78.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；未通過既有風控,,融資連增但股價不漲,市場事件資料不足，採中性處理
2026-06-04,2026-06-04,4306,炎洲,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,未通過既有風控,相對強勢；產業 / 相對強弱偏強；營收動能正向,,未通過既有風控,20 日相對強勢；動能分數偏強,90.0,80.79,68.23,63.03,60.0,70.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：未通過既有風控,,,市場事件資料不足，採中性處理
2026-06-04,2026-06-04,2376,技嘉,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-06-04,2026-06-04,6206,飛捷,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-06-04,2026-06-04,1256,鮮活果汁-KY,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-06-04,2026-06-04,8926,台汽電,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-06-04,2026-06-04,2030,彰源,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-06-04,2026-06-04,2425,承啟,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-06-04,2026-06-04,6579,研揚,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-06-04,2026-06-04,2478,大毅,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-06-04,2026-06-04,6902,GOGOLOOK,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
