decision_date,trade_date,stock_id,stock_name,source,current_status,decision,decision_level,action,candidate_grade,reason,risk_flags,confidence_score,total_score,multi_factor_score,final_market_score,liquidity_score,sector_strength_score,event_risk_level,position_size_suggestion,can_auto_trade,requires_manual_review,data_quality_note
2026-05-19,2026-05-19,3024,憶聲,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；PE 偏高；月營收 YoY 明顯衰退,90.0,80.24,60.94,59.92,75.0,78.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；PE 偏高
2026-05-19,2026-05-19,3149,正達,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱；PE 為空或負值；PB 偏高；EPS 為負；PB 過高,90.0,80.22,63.72,60.95,92.0,78.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；EPS 為負；PE 為空或負值；PB 偏高
2026-05-19,2026-05-19,6719,力智,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱,90.0,80.11,65.06,62.67,92.0,78.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-19,2026-05-19,1582,信錦,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；注意股；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱,90.0,79.97,63.91,60.94,92.0,78.0,MEDIUM,0.0,False,True,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-19,2026-05-19,3305,昇貿,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱,90.0,79.87,68.67,65.47,92.0,78.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-19,2026-05-19,4916,事欣科,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱,90.0,79.45,68.51,66.1,92.0,78.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-19,2026-05-19,2233,宇隆,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控；處置股；高風險事件,相對強勢；產業資料不足；處置股；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；PE 偏高；禁止新增進場；事件風險偏高；高風險事件,90.0,79.18,62.57,59.06,92.0,78.0,HIGH,0.0,False,True,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；PE 偏高
2026-05-19,2026-05-19,3033,威健,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱,90.0,78.88,67.59,66.15,92.0,78.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-19,2026-05-19,7730,暉盛-創,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；融資連增但股價不漲；流動性偏低；缺少產業分類，使用全市場相對強弱；PE 偏高；PB 偏高；月營收 YoY 明顯衰退；PB 過高,90.0,78.88,57.87,57.22,50.0,78.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；PE 偏高；PB 偏高
2026-05-19,2026-05-19,00943,兆豐電子高息等權,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,基本面資料不足；估值資料不足；財報資料不足；相對強勢；產業資料不足；流動性偏低；缺少產業分類，使用全市場相對強弱,50.0,78.81,62.19,57.41,50.0,78.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；基本面資料不足，採中性分數；估值資料不足，採中性分數
2026-05-19,2026-05-19,3033,威健,position,OPEN,REDUCE,CAUTION,reduce_risk,D,持倉風險升高，需人工檢查部位風險；未通過既有風控,相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱,90.0,78.88,67.59,66.15,92.0,78.0,NONE,0.1,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-19,2026-05-19,2376,技嘉,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-19,2026-05-19,6206,飛捷,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-19,2026-05-19,5258,虹堡,position,OPEN,REDUCE,CAUTION,reduce_risk,B,持倉風險升高，需人工檢查部位風險；技術條件偏強，仍需人工確認市場與流動性,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；EPS 為負,90.0,81.78,65.33,67.72,75.0,78.0,NONE,0.1,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；EPS 為負
2026-05-19,2026-05-19,1256,鮮活果汁-KY,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-19,2026-05-19,3048,益登,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-19,2026-05-19,8926,台汽電,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-19,2026-05-19,2030,彰源,position,OPEN,EXIT,HIGH_RISK,exit_signal_review,-,出場訊號檢查，需人工確認；不會自動賣出,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-19,2026-05-19,2425,承啟,position,OPEN,EXIT,HIGH_RISK,exit_signal_review,-,出場訊號檢查，需人工確認；不會自動賣出,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-19,2026-05-19,6579,研揚,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-19,2026-05-19,3059,華晶科,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-19,2026-05-19,8163,達方,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-19,2026-05-19,4562,穎漢,position,OPEN,HOLD,INFO,review_holding,D,持倉未觸發出場檢查，維持觀察；未通過既有風控,相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱；PE 為空或負值,90.0,81.59,66.68,66.85,92.0,78.0,NONE,0.1,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；PE 為空或負值
