decision_date,trade_date,stock_id,stock_name,source,current_status,decision,decision_level,action,candidate_grade,reason,risk_flags,confidence_score,total_score,multi_factor_score,final_market_score,liquidity_score,sector_strength_score,event_risk_level,position_size_suggestion,can_auto_trade,requires_manual_review,data_quality_note
2026-05-25,2026-05-25,3032,偉訓,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；PE 為空或負值,90.0,82.45,65.95,64.2,92.0,78.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；PE 為空或負值
2026-05-25,2026-05-25,2338,光罩,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；PE 為空或負值,90.0,82.45,65.45,63.7,92.0,78.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；PE 為空或負值
2026-05-25,2026-05-25,4764,雙鍵,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱；PE 偏高；PB 偏高；PB 過高,90.0,82.45,67.25,64.1,92.0,78.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；PE 偏高；PB 偏高
2026-05-25,2026-05-25,2375,凱美,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；注意股；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；PE 偏高,90.0,82.45,63.95,60.8,92.0,78.0,MEDIUM,0.0,False,True,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；PE 偏高
2026-05-25,2026-05-25,3167,大量,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；注意股；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；PE 偏高；PB 偏高；PB 過高,90.0,82.45,66.05,62.6,92.0,78.0,MEDIUM,0.0,False,True,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；PE 偏高；PB 偏高
2026-05-25,2026-05-25,6271,同欣電,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；注意股；缺少產業分類，使用全市場相對強弱,90.0,82.45,66.91,66.4,92.0,78.0,MEDIUM,0.0,False,True,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-25,2026-05-25,2356,英業達,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱,90.0,82.45,69.55,67.8,92.0,78.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-25,2026-05-25,00861,元大全球未來通訊,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,基本面資料不足；估值資料不足；財報資料不足；相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱,50.0,82.43,63.83,59.64,60.0,74.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；基本面資料不足，採中性分數；估值資料不足，採中性分數
2026-05-25,2026-05-25,00935,野村臺灣新科技50,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,基本面資料不足；估值資料不足；財報資料不足；相對強勢；產業資料不足；融資連增但股價不漲；融資暴增但法人賣超；缺少產業分類，使用全市場相對強弱,50.0,82.39,64.43,64.05,92.0,78.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；基本面資料不足，採中性分數；估值資料不足，採中性分數
2026-05-25,2026-05-25,2376,技嘉,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-25,2026-05-25,6206,飛捷,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-25,2026-05-25,5258,虹堡,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-25,2026-05-25,1256,鮮活果汁-KY,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-25,2026-05-25,3048,益登,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-25,2026-05-25,8926,台汽電,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-25,2026-05-25,2030,彰源,position,OPEN,HOLD,INFO,review_holding,D,持倉未觸發出場檢查，維持觀察；未通過既有風控,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱,90.0,82.79,65.67,65.13,60.0,78.0,NONE,0.1,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-25,2026-05-25,2425,承啟,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-25,2026-05-25,6579,研揚,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-25,2026-05-25,3059,華晶科,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-25,2026-05-25,8163,達方,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-25,2026-05-25,4562,穎漢,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-25,2026-05-25,6834,天二科技,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-25,2026-05-25,2478,大毅,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-25,2026-05-25,6902,GOGOLOOK,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-25,2026-05-25,4571,鈞興-KY,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
