trade_date,attribution_type,diagnostic_item,stock_id,stock_name,industry,window,position_weight,cash_ratio,strategy_value,benchmark_value,alpha,pnl_after_cost,pnl_contribution_pct,drawdown_contribution,top3_contribution_pct,diagnostic_status,conclusion,data_quality_warning,notes
2026-06-05,drawdown_contribution,最大回撤股票,3528,安馳,,,,,,,,,,-0.098321,,OBSERVATION_ONLY,少數股票造成較大回撤，需檢查選股與部位控管。,OBSERVATION_ONLY,以 max_adverse_excursion 或交易報酬 proxy 回撤貢獻；此區只做診斷。
2026-06-05,position_concentration,前 3 大持倉對總損益貢獻,,,,,,,,,,,,,0.2649323319868543,OBSERVATION_ONLY,損益集中度未明顯過高。,OBSERVATION_ONLY,以 paper trading 損益絕對值估算集中度；此區只做診斷。
2026-06-05,position_concentration,損益貢獻個股,6834,天二科技,,,,,,,,20846.18,0.11451414418198352,,,OBSERVATION_ONLY,前 3 大損益貢獻明細。,OBSERVATION_ONLY,此區只做診斷，不修改策略。
2026-06-05,position_concentration,損益貢獻個股,00947,台新臺灣IC設計,,,,,,,,-15124.0,0.08308054121226617,,,OBSERVATION_ONLY,前 3 大損益貢獻明細。,OBSERVATION_ONLY,此區只做診斷，不修改策略。
2026-06-05,position_concentration,損益貢獻個股,8213,志超,,,,,,,,-12258.16,0.06733764659260465,,,OBSERVATION_ONLY,前 3 大損益貢獻明細。,OBSERVATION_ONLY,此區只做診斷，不修改策略。
2026-06-05,sector_allocation_alpha,持倉產業 vs benchmark,,,數位雲端,20d,0.20473970890786622,,0.16348331276121894,0.083333,0.08015,,,,,OBSERVATION_ONLY,持倉產業近期未落後 benchmark。,OBSERVATION_ONLY,使用最新 sector_return_20d 作產業配置 proxy；此區只做診斷。
2026-06-05,sector_allocation_alpha,持倉產業 vs benchmark,,,油電燃氣業,20d,0.0947571821310673,,0.0607888317332982,0.083333,-0.022544,,,,,OBSERVATION_ONLY,持倉產業近期落後 benchmark。,OBSERVATION_ONLY,使用最新 sector_return_20d 作產業配置 proxy；此區只做診斷。
2026-06-05,sector_allocation_alpha,持倉產業 vs benchmark,,,鋼鐵工業,20d,6.844264857511655e-05,,0.0454298110391389,0.083333,-0.037903,,,,,OBSERVATION_ONLY,持倉產業近期落後 benchmark。,OBSERVATION_ONLY,使用最新 sector_return_20d 作產業配置 proxy；此區只做診斷。
2026-06-05,sector_allocation_alpha,持倉產業 vs benchmark,,,電子零組件業,20d,0.14428450240159704,,0.173507535970782,0.083333,0.090175,,,,,OBSERVATION_ONLY,持倉產業近期未落後 benchmark。,OBSERVATION_ONLY,使用最新 sector_return_20d 作產業配置 proxy；此區只做診斷。
2026-06-05,sector_allocation_alpha,持倉產業 vs benchmark,,,電腦及週邊設備業,20d,0.5561501639108943,,0.1390305300338284,0.083333,0.055698,,,,,OBSERVATION_ONLY,持倉產業近期未落後 benchmark。,OBSERVATION_ONLY,使用最新 sector_return_20d 作產業配置 proxy；此區只做診斷。
2026-06-05,missed_benchmark_rally,大盤上漲期間持倉不足,,,,20d,0.2640171672748242,0.7359828327251757,,0.083333,,,,,,OBSERVATION_ONLY,大盤上漲期間持倉比例偏低，可能錯過 benchmark rally。 這可能是目前 UNDERPERFORMING 的一項原因。,OBSERVATION_ONLY,以 invested_value / total_equity 與 benchmark_20d 粗估；此區只做診斷，不修改策略。
2026-06-05,cash_drag,現金拖累,,,,20d,,0.7359828327251757,,0.083333,-0.06133165739948707,,,,,OBSERVATION_ONLY,現金比例過高可能拖累上漲行情參與度。,OBSERVATION_ONLY,cash_drag 約等於 cash_ratio * benchmark_return_20d；此區只做診斷，不修改策略。
