stock_id,market_intel_status,requested_date,actual_data_date,fallback_date,fallback_reason,cache_age_days,is_stale_data,market_intel_source,market_intel_warning,market_close,market_volume,volume_change_ratio,market_pe_ratio,market_pb_ratio,market_dividend_yield,market_revenue_growth_yoy,market_eps_growth_yoy,latest_news_titles,matched_news_keywords,news_sentiment_score,market_fundamental_score,market_valuation_score,market_momentum_score,market_chip_score,credit_score,event_risk_score,liquidity_score,sector_strength_score,final_market_score,confidence_score,market_risk_score,risk_flags,final_comment,data_source_warning,system_comment
6005,CACHE,2026-05-29,2026-05-28,2026-05-28,no trading data,1,True,mixed,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料,36.0,,,9.78,1.58,4.89,301.60050253861493,,重大負面事件：處分 處分 原始技術總分 82.87；月營收年增率大於 20%；累計營收 YoY 大於 10%；PB 相對合理；殖利率穩定；財報資料不足，採中性分數；重大負面事件：處分；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱；高風險事件或處置股，禁止新增進場；財報資料不足 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,處分；處置股,-50.0,62.0,73.0,91.49,50.0,40.0,15.0,92.0,78.0,63.15,90.0,46.85,融資連增但股價不漲；未通過既有風控；重大事件；未通過事件風控；新聞明顯偏負面；事件風險偏高,有處置股或重大負面事件，預設禁止新增進場,,有處置股或重大負面事件，預設禁止新增進場
2438,CACHE,2026-05-29,2026-05-28,2026-05-28,no trading data,1,True,mixed,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料,27.8,,,,4.07,,-28.01428437176957,,無重大事件資料 原始技術總分 82.74；累計營收 YoY 大於 10%；月營收年增率低於 -20%；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱；注意股 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,注意股,-25.0,38.0,50.0,100.0,50.0,50.0,35.0,50.0,78.0,59.48,90.0,45.52,流動性偏低；PE 為空或負值；EPS 為負；月營收 YoY 明顯衰退；未通過既有風控；注意股,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度
4555,CACHE,2026-05-29,2026-05-28,2026-05-28,no trading data,1,True,mixed,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料,57.8,,,233.48,1.3,0.93,9.685764594338345,,無重大事件資料 原始技術總分 82.45；月營收 YoY 正成長；PE 過高扣分；PB 相對合理；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱；注意股 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,注意股,-25.0,62.0,36.0,100.0,50.0,40.0,35.0,75.0,78.0,62.92,90.0,42.08,融資連增但股價不漲；PE 偏高；未通過既有風控；注意股,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度
3257,CACHE,2026-05-29,2026-05-28,2026-05-28,no trading data,1,True,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料,65.6,,,20.57,3.09,4.58,-51.7405685249988,,無重大事件資料 原始技術總分 82.45；月營收年增率低於 -20%；殖利率穩定；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,38.0,55.0,100.0,50.0,40.0,50.0,75.0,78.0,63.35,90.0,36.65,融資連增但股價不漲；月營收 YoY 明顯衰退；未通過既有風控,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度
6116,CACHE,2026-05-29,2026-05-28,2026-05-28,no trading data,1,True,mixed,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料,15.55,,,,1.23,,2.8406278267611653,,無重大事件資料 原始技術總分 82.45；月營收 YoY 正成長；PB 相對合理；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；所屬產業排名前 20%；缺少產業分類，使用全市場相對強弱；注意股 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,注意股,-25.0,62.0,56.0,100.0,50.0,40.0,35.0,92.0,86.0,66.17,90.0,38.83,融資連增但股價不漲；PE 為空或負值；EPS 為負；未通過既有風控；注意股,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度
8150,CACHE,2026-05-29,2026-05-28,2026-05-28,no trading data,1,True,mixed,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料,103.0,,,79.58,2.67,1.31,32.2288502670923,,無重大事件資料 原始技術總分 82.45；月營收年增率大於 20%；累計營收 YoY 大於 10%；PE 過高扣分；EPS 為正；無重大事件資料；外資與投信同買；融資明顯增加；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱；注意股 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,注意股,-25.0,62.0,30.0,100.0,58.0,32.0,35.0,92.0,78.0,64.38,90.0,40.62,融資連增但股價不漲；PE 偏高；未通過既有風控；注意股,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度
6239,CACHE,2026-05-29,2026-05-28,2026-05-28,no trading data,1,True,mixed,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料,357.5,,,40.54,4.31,1.32,32.49231219132018,,重大負面事件：處分 處分 原始技術總分 82.45；月營收年增率大於 20%；累計營收 YoY 大於 10%；PE 過高扣分；EPS 為正；重大負面事件：處分；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱；高風險事件或處置股，禁止新增進場；注意股 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,處分；注意股；處置股,-75.0,62.0,30.0,100.0,50.0,40.0,15.0,92.0,78.0,59.92,90.0,55.08,融資連增但股價不漲；PE 偏高；未通過既有風控；注意股；重大事件；未通過事件風控；新聞明顯偏負面；事件風險偏高,有處置股或重大負面事件，預設禁止新增進場,,有處置股或重大負面事件，預設禁止新增進場
6770,CACHE,2026-05-29,2026-05-28,2026-05-28,no trading data,1,True,mixed,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料,80.7,,,42.26,3.29,,32.463827544095274,,重大負面事件：處分 處分 原始技術總分 82.45；月營收年增率大於 20%；累計營收 YoY 大於 10%；PE 過高扣分；EPS 為正；重大負面事件：處分；外資與投信同買；融資連增但股價不漲；融資使用偏高；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱；高風險事件或處置股，禁止新增進場；注意股 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,處分；注意股；處置股,-75.0,62.0,30.0,100.0,58.0,32.0,15.0,92.0,78.0,61.12,90.0,53.88,融資連增但股價不漲；融資使用偏高；PE 偏高；未通過既有風控；注意股；重大事件；未通過事件風控；新聞明顯偏負面；事件風險偏高,有處置股或重大負面事件，預設禁止新增進場,,有處置股或重大負面事件，預設禁止新增進場
2353,CACHE,2026-05-29,2026-05-28,2026-05-28,no trading data,1,True,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料,32.0,,,23.79,1.3,4.14,68.39241034251229,,無重大事件資料 原始技術總分 82.38；月營收年增率大於 20%；累計營收 YoY 大於 10%；PB 相對合理；殖利率穩定；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,61.0,94.98,50.0,40.0,50.0,92.0,78.0,67.4,90.0,32.6,融資連增但股價不漲；未通過既有風控,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度
00935,CACHE,2026-05-29,2026-05-28,2026-05-28,no trading data,1,True,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；基本面資料不足，採中性分數；估值資料不足，採中性分數；使用快取 / 非當日資料,59.95,,,,,,,,無重大事件資料 原始技術總分 82.28；ETF 不適用一般 EPS / ROE 公司財報檢查；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱；ETF_METADATA_MISSING 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,50.0,50.0,90.32,50.0,50.0,50.0,92.0,78.0,61.56,50.0,38.44,未通過既有風控,資料不足，需人工補查後再判斷,,資料不足，需人工補查後再判斷
