decision_date,trade_date,stock_id,stock_name,source,current_status,decision,decision_level,action,candidate_grade,reason,risk_flags,confidence_score,total_score,multi_factor_score,final_market_score,liquidity_score,sector_strength_score,event_risk_level,position_size_suggestion,can_auto_trade,requires_manual_review,data_quality_note
2026-05-21,2026-05-21,2472,立隆電,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；注意股；融資連增但股價不漲；融資暴增但法人賣超；缺少產業分類，使用全市場相對強弱,90.0,82.42,66.16,65.78,92.0,78.0,MEDIUM,0.0,False,True,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-21,2026-05-21,1533,車王電,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱,90.0,82.4,68.92,66.26,60.0,78.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-21,2026-05-21,2233,宇隆,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；PE 偏高；PB 偏高；PB 過高,90.0,82.15,63.9,64.1,92.0,78.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；PE 偏高；PB 偏高
2026-05-21,2026-05-21,2355,敬鵬,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；注意股；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱,90.0,81.97,65.17,62.41,92.0,78.0,MEDIUM,0.0,False,True,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-21,2026-05-21,3694,海華,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；注意股；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱,90.0,81.8,66.54,63.9,92.0,78.0,MEDIUM,0.0,False,True,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-21,2026-05-21,3014,聯陽,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱,90.0,81.79,66.47,64.04,92.0,78.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-21,2026-05-21,3704,合勤控,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱,90.0,81.79,68.46,67.37,92.0,78.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-21,2026-05-21,5285,界霖,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱,90.0,81.6,67.89,66.62,92.0,78.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-21,2026-05-21,6719,力智,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控；高風險事件,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；禁止新增進場；新聞明顯偏負面；事件風險偏高；高風險事件,90.0,81.55,64.21,58.83,92.0,78.0,HIGH,0.0,False,True,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-21,2026-05-21,3702,大聯大,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱,90.0,81.33,69.23,67.6,92.0,78.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-21,2026-05-21,3033,威健,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-21,2026-05-21,2376,技嘉,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-21,2026-05-21,6206,飛捷,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-21,2026-05-21,5258,虹堡,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-21,2026-05-21,1256,鮮活果汁-KY,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-21,2026-05-21,3048,益登,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-21,2026-05-21,8926,台汽電,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-21,2026-05-21,2030,彰源,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-21,2026-05-21,2425,承啟,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-21,2026-05-21,6579,研揚,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-21,2026-05-21,3059,華晶科,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-21,2026-05-21,8163,達方,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-21,2026-05-21,4562,穎漢,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-21,2026-05-21,6834,天二科技,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-21,2026-05-21,2478,大毅,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-21,2026-05-21,6902,GOGOLOOK,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
2026-05-21,2026-05-21,4571,鈞興-KY,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,資料品質已檢查；仍需人工確認
