stock_id,market_intel_status,requested_date,actual_data_date,fallback_date,fallback_reason,cache_age_days,is_stale_data,market_intel_source,market_intel_warning,market_close,market_volume,volume_change_ratio,market_pe_ratio,market_pb_ratio,market_dividend_yield,market_revenue_growth_yoy,market_eps_growth_yoy,latest_news_titles,matched_news_keywords,news_sentiment_score,market_fundamental_score,market_valuation_score,market_momentum_score,market_chip_score,credit_score,event_risk_score,liquidity_score,sector_strength_score,final_market_score,confidence_score,market_risk_score,risk_flags,final_comment,data_source_warning,system_comment
4952,CACHE,2026-05-28,2026-05-27,2026-05-27,no trading data,1,True,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料,55.8,,,43.24,2.39,2.08,10.240779652512074,,無重大事件資料 原始技術總分 83.43；月營收 YoY 正成長；累計營收 YoY 大於 10%；PE 過高扣分；EPS 為正；無重大事件資料；三大法人籌碼中性；信用交易結構中性；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,30.0,96.73,50.0,50.0,50.0,75.0,35.0,61.65,90.0,38.35,產業弱勢；PE 偏高,有風險標籤，需降低優先度,,有風險標籤，需降低優先度
1583,CACHE,2026-05-28,2026-05-27,2026-05-27,no trading data,1,True,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料,53.8,,,17.19,0.92,2.09,40.73681149602324,,無重大事件資料 原始技術總分 83.23；月營收年增率大於 20%；累計營收 YoY 大於 10%；PB 相對合理；EPS 為正；無重大事件資料；三大法人籌碼中性；信用交易結構中性；短線相對強勢；缺少產業分類，使用全市場相對強弱；流動性偏低，短線進出可能有滑價風險 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,68.0,99.07,50.0,50.0,50.0,35.0,46.0,64.46,90.0,35.54,流動性偏低；滑價風險偏高,有風險標籤，需降低優先度,,有風險標籤，需降低優先度
1568,CACHE,2026-05-28,2026-05-27,2026-05-27,no trading data,1,True,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料,37.5,,,20.52,1.54,3.64,32.74723139693025,,無重大事件資料 原始技術總分 83.2；月營收年增率大於 20%；PB 相對合理；殖利率穩定；EPS 為正；無重大事件資料；三大法人籌碼中性；信用交易結構中性；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,61.0,100.0,50.0,50.0,50.0,50.0,42.0,64.5,90.0,35.5,產業弱勢；流動性偏低,有風險標籤，需降低優先度,,有風險標籤，需降低優先度
00913,CACHE,2026-05-28,2026-05-27,2026-05-27,no trading data,1,True,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；基本面資料不足，採中性分數；估值資料不足，採中性分數；使用快取 / 非當日資料,51.45,,,,,,,,無重大事件資料 原始技術總分 83.2；基本面資料不足，採中性分數；估值資料不足，採中性分數；財報資料不足，採中性分數；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；個股強但產業偏弱，降低信心；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,50.0,50.0,100.0,50.0,50.0,50.0,60.0,64.0,61.2,50.0,38.8,,有風險標籤，需降低優先度,,有風險標籤，需降低優先度
00910,CACHE,2026-05-28,2026-05-27,2026-05-27,no trading data,1,True,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；基本面資料不足，採中性分數；估值資料不足，採中性分數；使用快取 / 非當日資料,87.15,,,,,,,,無重大事件資料 原始技術總分 83.2；基本面資料不足，採中性分數；估值資料不足，採中性分數；財報資料不足，採中性分數；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；個股強但產業偏弱，降低信心；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,50.0,50.0,100.0,50.0,40.0,50.0,92.0,78.0,63.5,50.0,36.5,融資連增但股價不漲,有風險標籤，需降低優先度,,有風險標籤，需降低優先度
1409,CACHE,2026-05-28,2026-05-27,2026-05-27,no trading data,1,True,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料,18.9,,,12.37,0.64,5.39,25.052404988942687,,無重大事件資料 原始技術總分 83.14；月營收年增率大於 20%；PB 相對合理；殖利率穩定；財報資料不足，採中性分數；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；短線相對強勢；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,73.0,93.33,50.0,40.0,50.0,92.0,46.0,66.67,90.0,33.33,融資連增但股價不漲,有風險標籤，需降低優先度,,有風險標籤，需降低優先度
1530,CACHE,2026-05-28,2026-05-27,2026-05-27,no trading data,1,True,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料,32.7,,,23.74,0.8,3.66,68.97485860938168,,無重大事件資料 原始技術總分 82.98；月營收年增率大於 20%；PB 相對合理；殖利率穩定；EPS 為正；無重大事件資料；三大法人籌碼中性；信用交易結構中性；短線相對強勢；缺少產業分類，使用全市場相對強弱；流動性偏低，短線進出可能有滑價風險 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,61.0,100.0,50.0,50.0,50.0,35.0,50.0,64.15,90.0,35.85,流動性偏低；滑價風險偏高,有風險標籤，需降低優先度,,有風險標籤，需降低優先度
1810,CACHE,2026-05-28,2026-05-27,2026-05-27,no trading data,1,True,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料,19.9,,,4.92,0.7,1.08,-6.2165555437429445,,無重大事件資料 原始技術總分 82.95；基本面資料中性；PB 相對合理；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,38.0,68.0,91.78,50.0,40.0,50.0,60.0,42.0,60.46,90.0,39.54,產業弱勢；融資連增但股價不漲,有風險標籤，需降低優先度,,有風險標籤，需降低優先度
00927,CACHE,2026-05-28,2026-05-27,2026-05-27,no trading data,1,True,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；基本面資料不足，採中性分數；估值資料不足，採中性分數；使用快取 / 非當日資料,40.86,,,,,,,,無重大事件資料 原始技術總分 82.86；基本面資料不足，採中性分數；估值資料不足，採中性分數；財報資料不足，採中性分數；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；個股強但產業偏弱，降低信心；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,50.0,50.0,91.43,50.0,50.0,50.0,92.0,64.0,61.09,50.0,38.91,,有風險標籤，需降低優先度,,有風險標籤，需降低優先度
00735,CACHE,2026-05-28,2026-05-27,2026-05-27,no trading data,1,True,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；基本面資料不足，採中性分數；估值資料不足，採中性分數；使用快取 / 非當日資料,111.65,,,,,,,,無重大事件資料 原始技術總分 82.77；基本面資料不足，採中性分數；估值資料不足，採中性分數；財報資料不足，採中性分數；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；個股強但產業偏弱，降低信心；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,50.0,50.0,98.27,50.0,50.0,50.0,92.0,64.0,62.45,50.0,37.55,,有風險標籤，需降低優先度,,有風險標籤，需降低優先度
